"blockTimeRounded","days","playerIndex","parcelIndex","playerTotalFudTerms","playerChangeFudTerms","parcelTotalFudTerms","parcelChangeFudTerms","totalHarvesters","averageHarvesterLevel","totalReservoirs","averageReservoirLevel","totalAltars","averageAltarLevel","totalMakers","averageMakerLevel","destroyValueFudTerms","useCaseName"
12522,0.3,0,0,7289170,0,1822292.5,0,,,,,,,,,0,"emptyParcelReservoirs"
12522,0.3,0,0,7289170,0,1822292.5,0,,,,,1,1,,,0,"craftAndEquipAltar"
12522,0.3,0,0,7288680,-490,1822292.5,0,,,1,1,1,1,,,0,"craftAndEquipFudReservoir"
12522,0.3,0,0,7288440,-240,1822292.5,0,1,1,1,1,1,1,,,245,"craftAndEquipFudHarvester"
12522,0.3,0,0,7287920,-520,1822292.5,0,1,1,2,1,1,1,,,365,"craftAndEquipFomoReservoir"
12522,0.3,0,0,7287660,-260,1822292.5,0,2,1,2,1,1,1,,,625,"craftAndEquipFomoHarvester"
12522,0.3,0,0,7287215,-445,1822292.5,0,2,1,3,1,1,1,,,755,"craftAndEquipAlphaReservoir"
12522,0.3,0,0,7286985,-230,1822292.5,0,3,1,3,1,1,1,,,977.5,"craftAndEquipAlphaHarvester"
12522,0.3,0,0,7286440,-545,1822292.5,0,3,1,4,1,1,1,,,1092.5,"craftAndEquipKekReservoir"
12522,0.3,0,0,7286160,-280,1822292.5,0,4,1,4,1,1,1,,,1365,"craftAndEquipKekHarvester"
12522,0.3,0,0,7285160,-1000,1822292.5,0,4,1,4,1,1,1,,,1505,"upgradeHighestLevelAltar"
12522,0.3,1,0,7289170,0,1822292.5,0,,,,,,,,,0,"emptyParcelReservoirs"
12522,0.3,1,0,7289170,0,1822292.5,0,,,,,1,1,,,0,"craftAndEquipAltar"
12522,0.3,1,0,7288680,-490,1822292.5,0,,,1,1,1,1,,,0,"craftAndEquipFudReservoir"
12522,0.3,1,0,7288440,-240,1822292.5,0,1,1,1,1,1,1,,,245,"craftAndEquipFudHarvester"
12522,0.3,1,0,7287920,-520,1822292.5,0,1,1,2,1,1,1,,,365,"craftAndEquipFomoReservoir"
